PHÂN LOẠI VIDEO,THÔNG TIN TRÍCH XUẤT THEO LOẠI,THÔNG TIN CHUNG,row_index,THÔNG TIN TRÍCH XUẤT,phan_loai_video,thong_tin_theo_loai,thong_tin_chung,loại_video,thông_tin_loại,thông_tin_chung,thong_tin_video,REVIEW ĐỒ ĂN,NẤU ĂN,MUKBANG,KHÁC,thông_tin_chi_tiet,thong_tin_trich_xuat,thong_tin_review_do_an,thong_tin_loai,error,PHAN_LOAI_VIDEO,THONG_TIN_THEO_LOAI,THONG_TIN_CHUNG,THÔNG TIN BỔ SUNG,thong_tin_khac,video_type,category_info,general_info,PHÂN LOẠI VIDEO (dự phòng - nội dung chính khác với phân loại),THÔNG TIN TRÍCH XUẤT THEO LOẠI (dự phòng - nội dung chính khác với phân loại),THÔNG TIN KHÁC,loai_video,OUTPUT_FORMAT,Lý do phân loại Review đồ ăn,Lý do chọn 'ngoài đường' làm địa điểm,Lưu ý về 'tên_quán',review_info,nau_an_info,mukbang_info,khac_info,THONG_TIN_TRICH_XUAT,Phân loại video,Thông tin trích xuất,Thông tin chung,thông_tin_trích_xuất,message,extracted_info,common_info,phân_loại_video,thông_tin_theo_loại,phan_tich_them,thong_tin_nau_an,thong_tin_mukbang,thong_tin,LƯU Ý,thông_tin_chi_tiết,ghi_chu,1. PHÂN LOẠI VIDEO,2. THÔNG TIN TRÍCH XUẤT THEO LOẠI,3. THÔNG TIN CHUNG
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'mì trộn sa tế thịt bằm', 'món_phụ': None, 'nguyên_liệu': ['mì gói', 'thịt bằm', 'sa tế (ngụ ý)', 'hành lá', 'tỏi', 'bột bắp/bột năng', 'dầu ăn/dầu tỏi', 'gia vị làm sốt (ngụ ý)'], 'đánh_giá': 'tích cực'}}","{'giá_cả': {'mì gói': '3000 VND/gói', 'thịt bằm': '10000 VND', 'mì trộn sa tế thịt bằm (ước tính)': '2 mươi mấy ngàn VND (cho 4-5 người)'}, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': '4-5 người ăn món mì trộn, 1 người hướng dẫn (Quan Khải)'}",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Quyết định đi một mình / Sự độc lập', 'từ_khóa': ['đi một mình', 'từ chối', 'độc lập', 'lời mời', 'quyết tâm'], 'tóm_tắt': 'Video có vẻ bắt đầu bằng lời mời đi cùng nhau, nhưng sau đó chuyển sang việc khẳng định quyết định đi một mình, bất chấp ý kiến hoặc sự mong đợi của người khác.'}}",{},51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bánh mì kẹp'], 'địa_điểm': [], 'đánh_giá': 'trung lập'}}","{'giá_cả': '75.000', 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['cá viên chiên thường', 'cá viên chiên nước mắm', 'xiên bẩn'], 'địa_điểm': ['Vĩnh Tuy', 'số 9 vần hoa'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': ['gà rán truyền thống hàn quốc', 'tokbokki'], 'món_phụ': ['trứng hấp', 'bắp khô mai ngô (thường ăn kèm tokbokki)'], 'nguyên_liệu': ['gà', 'muối', 'rượu', 'bột ngọt', 'tiêu', 'bột chiên', 'bột đậu', 'bột cà ri hàn', 'nước dùng', 'ớt bột', 'tương ớt', 'nước tương', 'đường', 'chả cá', 'trứng', 'bắp khô mai ngô (đề cập thêm)'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': 'cả nhà, hai người (ăn tokbokki)'}",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,55,,Nấu ăn,"{'loai_video': 'NẤU ĂN', 'mon_chinh': 'quả cọ ỏm', 'mon_phu': None, 'nguyen_lieu': ['quả cọ', 'nước sôi'], 'danh_gia': 'trung lập'}","{'gia_ca': None, 'ten_quan': 'shop bán online', 'gio_hoat_dong': None, 'so_nguoi': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['thịt luộc', 'dưa chua', 'trả lá lốt', 'thịt lợn luộc', 'rau luộc', 'thịt gà rang', 'trứng'], 'địa_điểm': ['Hoàng Ngọc Phách'], 'đánh_giá': ['tích cực', 'trung lập']}}","{'giá_cả': ['50k/suất', 'canh cá mất thêm tiền', 'cháy cơm không tính tiền'], 'tên_quán': ['Quán Cơm Ngon Hoàng Ngọc Phách'], 'giờ_hoạt_động': [], 'số_người': ['2']}",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'mì tương đen bò lúc lắc', 'món_phụ': [], 'nguyên_liệu': ['mì tương đen gói', 'thịt bò', 'dầu ăn', 'nước tương', 'đường', 'rau ăn kèm', 'bột tương đen', 'tương ớt'], 'đánh_giá': 'tích cực'}}","{'giá_cả': 'thịt bò 30 ngàn', 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'củ hành muối xổi', 'món_phụ': [], 'nguyên_liệu': ['củ hành', 'đường', 'bột ngọt', 'tiêu', 'nước mắm', 'chanh (tùy chọn)', 'dầu ăn'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,,"{'giá_cả': '', 'tên_quán': '', 'giờ_hoạt_động': '', 'số_người': ''}",59,"{'KHÁC': {'chủ_đề': '', 'từ_khóa': [], 'tóm_tắt': ''}, 'REVIEW ĐỒ ĂN': None, 'NẤU ĂN': None, 'MUKBANG': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['chân cua hoàng đế'], 'địa_điểm': ['Nhật Bản (siêu thị, nhà riêng)'], 'đánh_giá': ['tích cực (ngon, chắc thịt, ngọt, to, đáng mua)']}}","{'giá_cả': ['1.2 triệu VND (cho chân cua size 9L, giảm giá từ 13 cent xuống 7 cent)'], 'tên_quán': ['siêu thị (không tên cụ thể)'], 'giờ_hoạt_động': [], 'số_người': ['1']}",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Chào hỏi', 'từ_khóa': ['chào hỏi', 'giới thiệu', 'video'], 'tóm_tắt': 'Video bắt đầu bằng lời chào khán giả.'}}",{},61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,62,,,,,Review đồ ăn,,"{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",,,,,,"{'món_chính': ['con này'], 'địa_điểm': None, 'đánh_giá': 'tích cực'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,,"{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",64,"{'REVIEW ĐỒ ĂN': {'món_chính': ['ram biển', 'sốt teriyaki', 'bột xào kiểu trung'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}, 'NẤU ĂN': {}, 'MUKBANG': {}, 'KHÁC': {}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'bánh khoai tây que', 'món_phụ': [], 'nguyên_liệu': ['khoai tây', 'gia vị', 'dầu ăn'], 'đánh_giá': 'tích cực'}}","{'giá_cả': '10.000 VND cho 4 dĩa, 2.500 VND/dĩa', 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'đậu hũ chiên giòn', 'món_phụ': 'sốt me', 'nguyên_liệu': ['đậu hũ', 'nước đá', 'dầu ăn', 'tỏi', 'me'], 'đánh_giá': 'tích cực'}}","{'giá_cả': '12.000', 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,,"{'giá_cả': ['74.000 (giá mua)', '180.000 (giá nhà hàng tham khảo)'], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",68,,,,,,,,,"{'món_chính': ['nước khoáng Aqua Panna'], 'địa_điểm': [], 'đánh_giá': ['trung lập']}",{},{},{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Không rõ ràng, có thể liên quan đến tình yêu hoặc mối quan hệ', 'từ_khóa': ['nương', 'chanh điệu', 'không hiểu', 'bye', 'cuộc tình'], 'tóm_tắt': 'Transcript có vẻ không liên quan đến ẩm thực, nội dung rời rạc và khó hiểu, có thể là một đoạn hội thoại hoặc lời bài hát về một mối quan hệ không rõ ràng.'}}",{},70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,71,,Nấu ăn,,"{'gia_ca': None, 'ten_quan': None, 'gio_hoat_dong': None, 'so_nguoi': None}",,,,,,,,,,"{'nau_an': {'mon_chinh': 'bắp chiên giòn lắc phô mai', 'mon_phu': None, 'nguyen_lieu': ['bắp mỹ', 'bắp nếp', 'trứng', 'bột chiên giòn', 'bột bắp', 'phô mai', 'dầu ăn (dầu hướng dương, dầu đậu nành, dầu olein)'], 'danh_gia': 'tích cực'}, 'review_do_an': None, 'mukbang': None, 'khac': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['gà rán hàn quốc da giòn rụm', 'gà nguyên con', 'gà nửa con', 'gà rán', 'cánh gà sốt tỏi tương', 'súp kim chi'], 'địa_điểm': ['Quận Nhất', 'Quận 7', 'Quận 2'], 'đánh_giá': 'tích cực'}}","{'giá_cả': 'tầm trung', 'tên_quán': 'Chi Ba Cô', 'giờ_hoạt_động': None, 'số_người': '2-3'}",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'gà nấu rau củ hàn quốc', 'món_phụ': [], 'nguyên_liệu': ['gà', 'hành tây', 'hành baro', 'khoai tây', 'cà rốt', 'ớt bột', 'tương ớt', 'nước tương', 'muối', 'đường', 'bột ngọt', 'hạt nêm', 'rượu nấu ăn'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mukbang,"{'MUKBANG': {'món_chính': ['bún mộc', 'bún riêu cua biển'], 'số_người': '1', 'đánh_giá': 'tích cực'}}","{'giá_cả': ['thưởng 20 triệu cho bé Hân ăn hết tô bún khổng lồ', 'thưởng 15 triệu cho người khác ăn hết tô bún khổng lồ'], 'tên_quán': 'Bún Mộc Sài Gòn', 'địa_điểm': 'Bình Dương', 'giờ_hoạt_động': None, 'số_người': '1 (bé Hân)'}",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': ['Kimbap bông hoa', 'Kimbap truyền thống', 'Tokbokki'], 'món_phụ': ['Lòng hấp'], 'nguyên_liệu': ['rong biển', 'cơm', 'củ cải ngâm', 'tương ớt', 'ớt bột', 'nước tương', 'nước đường', 'đường', 'lòng (offal)'], 'đánh_giá': 'tích cực/trung lập'}}","{'số_người': '4 (2 người lớn, 2 trẻ em)'}",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['mỡ cá dứa', 'khô cá dứa', 'mắm me', 'cơm'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'mì hải sản', 'món_phụ': 'kim chi', 'nguyên_liệu': ['hải sản', 'hành lá', 'kim chi', 'mì sin'], 'đánh_giá': 'tích cực'}}","{'giá_cả': {'khóm': '5 cành', 'dâu': '8 cành', 'chuối': '4,5 cành'}, 'số_người': '4'}",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,,"{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",78,"{'KHÁC': {'chủ_đề': None, 'từ_khóa': [], 'tóm_tắt': None}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'mì cay', 'món_phụ': [], 'nguyên_liệu': ['mì koreno jumbo vị lẩu thái', 'bò', 'nấm kim châm', 'topping tùy thích'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'thịt rán', 'món_phụ': 'sốt me', 'nguyên_liệu': ['thịt ba chỉ', 'trứng', 'me (cho sốt)'], 'đánh_giá': 'tích cực'}}",{},80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Cách ăn bim bim độc đáo/hài hước', 'từ_khóa': ['bim bim', 'cách ăn', 'giấy ăn khô', 'sang trọng', 'áo hoodie'], 'tóm_tắt': ""Video giới thiệu một cách ăn bim bim 'đỉnh' và 'sang trọng' một cách hài hước, sử dụng giấy ăn khô và so sánh với áo hoodie không phù hợp với phong cách này.""}}",{},81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Thăm mẹ chồng và tặng quà', 'từ_khóa': ['mẹ chồng', 'quà biếu', 'an cung xạ hương', 'tết', 'gia đình'], 'tóm_tắt': 'Video ghi lại cảnh gia đình về thăm bà nội (mẹ chồng), tặng quà sức khỏe An Cung Xạ Hương nhân dịp cuối tuần và thể hiện tình cảm yêu thương, quan tâm lẫn nhau giữa con dâu và mẹ chồng.'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'sườn ram', 'món_phụ': None, 'nguyên_liệu': ['sườn cốt lết', 'dầu ăn', 'bột ngọt', 'tiêu', 'muối', 'đường', 'nước mắm', 'hành tím băm', 'nước tương'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'phong cách ăn uống tại nhà', 'từ_khóa': ['ăn uống', 'phong cách', 'nhà'], 'tóm_tắt': 'Video thảo luận về sự khác biệt trong phong cách ăn uống khi ở nhà.'}}",{},84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,,{},85,"{'chủ_đề': 'Không xác định', 'từ_khóa': ['đang chơi', 'video ngắn', 'không rõ nội dung'], 'tóm_tắt': ""Transcript quá ngắn, chỉ chứa từ 'đang chơi', không đủ thông tin để phân tích nội dung video ẩm thực.""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['viên thật siêu mắt'], 'địa_điểm': [], 'đánh_giá': 'trung lập'}}","{'giá_cả': ['đắt'], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'gà nướng', 'món_phụ': 'sốt sữa đặc chua chua cay cay ngọt ngọt mặn mặn', 'nguyên_liệu': ['gà 1.5kg', 'sả', 'sốt ướp (theo công thức trên màn hình)', 'nước sốt (theo công thức trên màn hình)', 'vỏ tắc'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': 'xôi', 'địa_điểm': 'Hà Nội, Phố Cổ, 74 Bát Sứ', 'đánh_giá': 'tích cực'}}","{'giá_cả': {'hai_topping': '35k/bát', 'đầy_đủ': '100k/xuất'}, 'tên_quán': 'Xôi 74 Bát Sứ', 'giờ_hoạt_động': None, 'số_người': 2}",89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,90,,Mukbang,"{'mukbang': {'mon_chinh': ['cơm'], 'so_nguoi': None, 'danh_gia': ['tích cực']}}","{'gia_ca': None, 'ten_quan': None, 'gio_hoat_dong': None, 'so_nguoi': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Không có nội dung âm thanh', 'từ_khóa': ['không có nội dung', 'âm thanh', 'transcript', 'video', 'file'], 'tóm_tắt': 'Transcript video không có nội dung âm thanh, không thể phân tích theo yêu cầu video ẩm thực.'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,,"{'giá_cả': ['49.000đ', 'gần 200.000đ', '49.000đ', '25.000đ', '10.000đ', '65.000đ', '39.000đ', '33.000đ', '45.000đ', '25.000đ', '49k (trên mạng 120k)', '169.000đ (Pepsi)', '95.000đ (C2)', '65.000đ (nước suối)', 'mua trên 300k có quà'], 'tên_quán': 'cửa hàng giá rẻ ở nguyễn đình chi, quận 6', 'giờ_hoạt_động': None, 'số_người': 2}",92,"{'KHÁC': {'chủ_đề': 'Mua sắm tại cửa hàng giá rẻ', 'từ_khóa': ['cửa hàng giá rẻ', 'mua sắm', 'đồ gia dụng', 'giá sốc', 'khuyến mãi'], 'tóm_tắt': 'Video giới thiệu một cửa hàng giá rẻ ở Nguyễn Đình Chi, Quận 6, bán đa dạng mặt hàng từ đồ gia dụng, bánh kẹo, nước ngọt đến quà Tết với giá rất rẻ so với thị trường, thu hút người xem mua sắm.'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'xúc xích xào bắp', 'món_phụ': 'cơm', 'nguyên_liệu': ['xúc xích', 'bắp', 'nước tương', 'tỏi', 'bột (tinh bột)'], 'đánh_giá': 'trung lập'}}","{'giá_cả': {'xúc xích': '30.000', 'bắp (nửa trái)': '2.500', 'bắp (2 trái)': '10.000'}, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bánh tráng phơi sương', 'bánh tráng siêu gạo'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,,"{'giá_cả': '3.500 cho mì gói', 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",95,"{'NẤU ĂN': {'món_chính': 'Mì trộn', 'món_phụ': 'Trứng chiên', 'nguyên_liệu': ['Mì gói', 'Tương ớt', 'Chanh', 'Đường', 'Trứng'], 'đánh_giá': 'tích cực'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['phở tái gầu', 'phở chín', 'quẩy', 'trứng trần'], 'địa_điểm': 'Hà Nội, gần Đài Truyền Hình Việt Nam', 'đánh_giá': 'trung lập đến tích cực'}}","{'giá_cả': 'Tổng cộng 110k (2 phở, quẩy, trà đá, nước), trứng gà thêm', 'tên_quán': 'Phở Ngọc', 'giờ_hoạt_động': 'Thứ 2 - Thứ 6, sáng (phở bò), trưa (bún ngan)', 'số_người': '1'}",96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,97,,Khác,,{},,,,,,,,,,"{'KHÁC': {'chủ_đề': 'Cảm xúc và suy nghĩ cá nhân (có thể là bài hát/rap)', 'từ_khóa': ['game', 'party', 'allergy', 'Netflix', 'wings'], 'tóm_tắt': 'Người nói thể hiện cảm xúc cá nhân, có thể là sự cô đơn hoặc tự tin, thông qua các hình ảnh như game, tiệc tùng, dị ứng, Netflix và cánh bay. Đoạn transcript có thể là lời bài hát hoặc rap.'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': 'củ hoa lily', 'địa_điểm': 'siêu thị gần nhà', 'đánh_giá': 'tích cực'}}","{'tên_quán': 'siêu thị', 'số_người': '1'}",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,,"{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",99,"{'KHÁC': {'chủ_đề': 'Mô tả và ca ngợi mì gói', 'từ_khóa': ['mì gói', 'cứu đói', 'tiện lợi', 'mì trộn', 'mì xào'], 'tóm_tắt': 'Video mô tả mì gói như một món ăn quen thuộc và tiện lợi, luôn bên cạnh mọi người trong nhiều tình huống khác nhau, đặc biệt là khi đói hoặc cần một bữa ăn nhanh chóng. Nó cũng đề cập đến các biến tấu mì trộn và mì xào.'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Thông báo địa điểm du lịch', 'từ_khóa': ['Bangkok', 'du lịch', 'địa điểm', 'thông báo', 'háo hức'], 'tóm_tắt': 'Video này là thông báo về một chuyến đi đến Bangkok. Người nói bày tỏ sự háo hức về việc đi Bangkok.'}}",{},100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,101,,Nấu ăn,,{'gia_ca': '130.000 VNĐ/kg tai heo'},,,,,,,,,,"{'nau_an': {'mon_chinh': 'tai heo ngâm chua ngọt', 'mon_phu': 'chuối ngâm', 'nguyen_lieu': ['tai heo', 'muối', 'chanh', 'dây dù', 'gừng', 'sả', 'lá chanh', 'giấm', 'đường', 'nước mắm', 'nước mắm Chin-Su cá cơm biển đông', 'nước', 'ớt', 'tiêu', 'chuối xanh'], 'danh_gia': 'tích cực'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['buffet hải sản', 'tôm', 'ghẹ', 'cua', 'ốc hương', 'ốc bưu', 'ngao', 'sò', 'mực', 'tôm càng xanh', 'bề bề', 'sashimi (cá hồi, cá ngừ, cá trích, nigiri)', 'hàu', 'dim sum', 'món Việt Nam', 'món Hoa', 'salad', 'BBQ', 'chợ quê', 'bánh ngọt', 'trái cây', 'ya ua', 'panacota'], 'địa_điểm': 'Bitexco Sài Gòn, Tầng 4', 'đánh_giá': 'tích cực'}}","{'giá_cả': ['435.000 VND (trưa thứ 2 - thứ 6)', '485.000 VND (tối thứ 2 - thứ 6 & thứ 7, chủ nhật)', 'chưa bao gồm thuế và đồ uống'], 'tên_quán': 'Cửu Vân Long Premium Bitexco Sài Gòn', 'giờ_hoạt_động': None, 'số_người': None}",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,,"{'giá_cả': 'So sánh giá: Mua ngoài ~40.000 VNĐ, Tự nấu ~200.000 - 300.000 VNĐ (ước tính chi phí nguyên liệu tự nấu)', 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",103,"{'món_chính': 'mì cay', 'món_phụ': [], 'nguyên_liệu': ['mì cay gói Hàn Quốc', 'đá', 'rau (rau lăng nhăng)', 'nấm kim châm', 'xúc xích xông khói', 'xúc xích phô mai', 'thịt bò', 'kim chi', 'hành', 'baro'], 'đánh_giá': 'tích cực'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mukbang,"{'MUKBANG': {'món_chính': ['hải sản sốt ca hàn quốc', 'tôm hùm', 'bào ngư', 'ghẹ', 'sò điệp', 'bạch tuộc', 'nấm kim châm'], 'số_người': None, 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
